Plant,State,District,Climate_Season,Agri_Season,Month,Year,Soil_Type,Rainfall_Level,Festival,Expected_Yield_kg_per_acre,Growth_Score,Image_Class,Demand_Level,Price_Index,Supply_Level,Is_Perishable,Reason_for_Demand
Sesame,Jharkhand,Jharkhand,Autumn,Kharif,October,2021,Alluvial,Medium,Diwali,1089,69,4,7,8,4,0,Traditional consumption and cultural preference during this period
Marigold,Kerala,Kerala,Winter,Rabi,January,2014,Red,Medium,Lohri,5190,50,3,3,5,4,1,Traditional consumption and cultural preference during this period
Millet,Goa,Goa,Autumn,Kharif,July,2010,Alluvial,Medium,Rath Yatra,1420,64,4,4,3,5,0,Traditional consumption and cultural preference during this period
Cotton,Goa,Goa,Autumn,Kharif,October,2010,Alluvial,Medium,Dussehra,1140,57,3,5,6,5,0,Traditional consumption and cultural preference during this period
Wheat,West Bengal,West Bengal,Winter,Rabi,December,2010,Red,Medium,Christmas,2973,66,4,4,2,5,0,Traditional consumption and cultural preference during this period
Wheat,Chhattisgarh,Chhattisgarh,Winter,Rabi,January,2014,Alluvial,Medium,Pongal,3064,64,4,3,5,7,0,Traditional consumption and cultural preference during this period
Millet,Odisha,Odisha,Winter,Rabi,January,2013,Red,Medium,Makar Sankranti,1655,51,3,5,6,6,0,Traditional consumption and cultural preference during this period
Cotton,Madhya Pradesh,Madhya Pradesh,Winter,Rabi,February,2017,Black,Medium,Wedding Season,850,58,3,6,8,5,0,Traditional consumption and cultural preference during this period
Banana,Haryana,Haryana,Autumn,Kharif,July,2019,Alluvial,Low,Rath Yatra,2891,60,3,3,4,6,1,Traditional consumption and cultural preference during this period
Jasmine,Ladakh,Ladakh,Winter,Rabi,January,2017,Arid & Desert,Low,Makar Sankranti,2489,41,3,10,10,4,1,Traditional consumption and cultural preference during this period
Rice,Uttarakhand,Uttarakhand,Winter,Rabi,December,2010,Red,Medium,Christmas,3504,52,3,5,7,5,0,Staple grain used widely in festive meals and offerings
Banana,Chandigarh,Chandigarh,Winter,Rabi,January,2013,Alluvial,High,Makar Sankranti,2967,57,3,9,7,7,1,Traditional consumption and cultural preference during this period
Cotton,Chandigarh,Chandigarh,Winter,Rabi,December,2010,Red,High,Christmas,890,42,3,7,5,4,0,Traditional consumption and cultural preference during this period
Groundnut,Maharashtra,Maharashtra,Winter,Rabi,January,2023,Black,High,Lohri,1221,49,3,3,3,5,0,Traditional consumption and cultural preference during this period
Banana,Puducherry,Puducherry,Spring,Rabi,March,2023,Red,Low,Holi,3009,58,3,9,9,8,1,Traditional consumption and cultural preference during this period
Groundnut,Ladakh,Ladakh,Autumn,Kharif,October,2012,Arid & Desert,Medium,Dussehra,1041,72,4,5,7,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Uttar Pradesh,Uttar Pradesh,Summer,Kharif,April,2024,Saline/Alkaline,High,Ugadi,40082,79,4,3,1,6,0,Traditional consumption and cultural preference during this period
Wheat,Himachal Pradesh,Himachal Pradesh,Summer,Kharif,April,2020,Black,Medium,Ram Navami,3293,36,2,5,3,8,0,Traditional consumption and cultural preference during this period
Turmeric,Jharkhand,Jharkhand,Summer,Kharif,April,2013,Red,Medium,Ugadi,2874,68,4,7,7,6,0,Traditional consumption and cultural preference during this period
Banana,Andhra Pradesh,Andhra Pradesh,Summer,Kharif,April,2021,Alluvial,High,Ugadi,2826,61,4,4,2,6,1,Traditional consumption and cultural preference during this period
Wheat,Haryana,Haryana,Winter,Rabi,January,2010,Alluvial,Medium,Makar Sankranti,3314,71,4,6,6,8,0,Traditional consumption and cultural preference during this period
Jasmine,Uttar Pradesh,Uttar Pradesh,Spring,Rabi,March,2011,Alluvial,Low,Ram Navami,2250,44,3,7,4,8,1,Traditional consumption and cultural preference during this period
Wheat,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Summer,Kharif,April,2018,Arid & Desert,Low,Ugadi,3260,52,3,5,5,7,0,Traditional consumption and cultural preference during this period
Groundnut,Delhi,Delhi,Autumn,Kharif,October,2018,Alluvial,High,Dussehra,1324,77,4,3,5,7,0,Traditional consumption and cultural preference during this period
Banana,Bihar,Bihar,Winter,Rabi,January,2022,Red,High,Lohri,3117,52,3,3,3,7,1,Traditional consumption and cultural preference during this period
Sesame,Mizoram,Mizoram,Winter,Rabi,November,2023,Black,Low,Diwali,1070,56,3,3,2,4,0,Traditional consumption and cultural preference during this period
Groundnut,Puducherry,Puducherry,Summer,Kharif,April,2010,Black,Medium,Vishu,1420,58,3,4,3,7,0,Traditional consumption and cultural preference during this period
Turmeric,Mizoram,Mizoram,Autumn,Kharif,July,2011,Alluvial,Low,Rath Yatra,2587,57,3,4,2,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Delhi,Delhi,Winter,Rabi,January,2014,Alluvial,Low,Lohri,39359,45,3,6,6,5,0,Harvest festival rituals use sugarcane heavily
Jasmine,Mizoram,Mizoram,Winter,Rabi,January,2016,Laterite,Low,Makar Sankranti,2263,45,3,8,8,8,1,Traditional consumption and cultural preference during this period
Sugarcane,Bihar,Bihar,Spring,Rabi,March,2023,Red,High,Holi,40067,59,3,9,10,4,0,Traditional consumption and cultural preference during this period
Millet,Assam,Assam,Winter,Rabi,January,2013,Saline/Alkaline,High,Pongal,1636,40,2,6,6,4,0,Traditional consumption and cultural preference during this period
Jasmine,Chandigarh,Chandigarh,Winter,Rabi,November,2018,Red,Medium,Diwali,2638,35,2,9,10,7,1,High floral demand for garlands and decorations
Jasmine,Nagaland,Nagaland,Winter,Rabi,January,2018,Alluvial,High,Pongal,2426,47,3,8,10,7,1,Traditional consumption and cultural preference during this period
Wheat,Delhi,Delhi,Summer,Kharif,April,2018,Alluvial,Low,Vishu,3275,48,3,3,1,7,0,Traditional consumption and cultural preference during this period
Banana,Meghalaya,Meghalaya,Autumn,Kharif,October,2023,Black,Low,Navratri,2881,63,4,8,6,8,1,Traditional consumption and cultural preference during this period
Cotton,Goa,Goa,Summer,Kharif,June,2023,Laterite,High,Rath Yatra,961,60,3,3,4,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Haryana,Haryana,Autumn,Kharif,October,2019,Red,Medium,Dussehra,39753,80,4,7,5,7,0,Traditional consumption and cultural preference during this period
Turmeric,Madhya Pradesh,Madhya Pradesh,Winter,Rabi,January,2011,Black,High,Pongal,2810,33,2,9,8,5,0,Turmeric used in auspicious rituals and ceremonies
Sugarcane,Delhi,Delhi,Summer,Kharif,April,2012,Red,Medium,Ugadi,39946,75,4,5,2,8,0,Traditional consumption and cultural preference during this period
Banana,Assam,Assam,Summer,Kharif,June,2015,Alluvial,Medium,Rath Yatra,3165,74,4,7,6,7,1,Traditional consumption and cultural preference during this period
Sesame,Goa,Goa,Spring,Rabi,March,2023,Red,Low,Ram Navami,850,46,3,7,5,4,0,Traditional consumption and cultural preference during this period
Sugarcane,Madhya Pradesh,Madhya Pradesh,Winter,Rabi,January,2023,Black,Medium,Lohri,39795,45,3,5,4,7,0,Harvest festival rituals use sugarcane heavily
Sesame,Andhra Pradesh,Andhra Pradesh,Summer,Kharif,April,2023,Alluvial,High,Ugadi,1036,56,3,7,9,5,0,Traditional consumption and cultural preference during this period
Marigold,Ladakh,Ladakh,Summer,Kharif,April,2024,Red,Low,Vishu,4953,51,3,4,3,8,1,Traditional consumption and cultural preference during this period
Wheat,Jharkhand,Jharkhand,Winter,Rabi,February,2012,Red,High,Wedding Season,3001,79,4,4,3,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Jharkhand,Jharkhand,Spring,Rabi,March,2012,Red,Medium,Ram Navami,40181,29,2,5,4,7,0,Traditional consumption and cultural preference during this period
Cotton,Punjab,Punjab,Spring,Rabi,March,2020,Alluvial,Medium,Ugadi,1122,43,3,5,4,4,0,Traditional consumption and cultural preference during this period
Rice,Jharkhand,Jharkhand,Summer,Kharif,April,2012,Alluvial,Medium,Vishu,3619,72,4,6,3,8,0,Staple grain used widely in festive meals and offerings
Sugarcane,Tripura,Tripura,Autumn,Kharif,July,2012,Laterite,High,Rath Yatra,40194,72,4,3,5,4,0,Traditional consumption and cultural preference during this period
Banana,Goa,Goa,Winter,Rabi,December,2017,Red,High,Christmas,2961,33,2,7,8,6,1,Traditional consumption and cultural preference during this period
Cotton,Chandigarh,Chandigarh,Autumn,Kharif,July,2019,Black,High,Rath Yatra,752,76,4,7,8,6,0,Traditional consumption and cultural preference during this period
Jasmine,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Autumn,Kharif,July,2023,Arid & Desert,Low,Rath Yatra,2745,73,4,5,5,7,1,Traditional consumption and cultural preference during this period
Jasmine,Delhi,Delhi,Autumn,Kharif,July,2010,Saline/Alkaline,Medium,Rath Yatra,2465,66,4,5,5,4,1,Traditional consumption and cultural preference during this period
Marigold,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Summer,Kharif,April,2017,Alluvial,Medium,Ugadi,4787,76,4,5,6,7,1,Traditional consumption and cultural preference during this period
Banana,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Winter,Rabi,January,2020,Alluvial,Medium,Makar Sankranti,3096,63,4,9,10,5,1,Traditional consumption and cultural preference during this period
Millet,Mizoram,Mizoram,Autumn,Kharif,October,2018,Alluvial,Medium,Dussehra,1603,62,4,6,7,7,0,Traditional consumption and cultural preference during this period
Millet,Arunachal Pradesh,Arunachal Pradesh,Autumn,Kharif,October,2012,Laterite,Low,Navratri,1424,58,3,6,5,6,0,Traditional consumption and cultural preference during this period
Wheat,Manipur,Manipur,Spring,Rabi,March,2011,Alluvial,Medium,Holi,3309,80,4,3,1,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Telangana,Telangana,Summer,Kharif,June,2018,Alluvial,Low,Rath Yatra,39465,74,4,7,6,7,0,Traditional consumption and cultural preference during this period
Sugarcane,Chhattisgarh,Chhattisgarh,Winter,Rabi,December,2021,Black,Low,Wedding Season,39371,28,2,9,9,8,0,Traditional consumption and cultural preference during this period
Wheat,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Autumn,Kharif,October,2020,Alluvial,Low,Diwali,3303,38,2,3,2,5,0,Traditional consumption and cultural preference during this period
Banana,Haryana,Haryana,Autumn,Kharif,October,2020,Alluvial,Medium,Navratri,2991,66,4,10,8,5,1,Traditional consumption and cultural preference during this period
Millet,Rajasthan,Rajasthan,Summer,Kharif,June,2013,Red,Low,Rath Yatra,1700,83,5,7,6,4,0,Traditional consumption and cultural preference during this period
Jasmine,Maharashtra,Maharashtra,Winter,Rabi,January,2017,Black,Medium,Lohri,2670,51,3,4,3,6,1,Traditional consumption and cultural preference during this period
Marigold,Lakshadweep,Lakshadweep,Summer,Kharif,April,2018,Arid & Desert,Low,Wedding Season,4779,57,3,10,10,6,1,High floral demand for garlands and decorations
Sesame,Himachal Pradesh,Himachal Pradesh,Spring,Rabi,March,2018,Red,Low,Holi,885,43,3,7,6,8,0,Traditional consumption and cultural preference during this period
Banana,West Bengal,West Bengal,Winter,Rabi,December,2022,Alluvial,High,Wedding Season,2933,51,3,8,10,6,1,Banana fruits and leaves used in rituals and feasts
Sesame,Sikkim,Sikkim,Winter,Rabi,December,2014,Laterite,Medium,Wedding Season,977,60,3,5,5,8,0,Traditional consumption and cultural preference during this period
Millet,Dadra & Nagar Haveli and Daman & Diu,Dadra & Nagar Haveli and Daman & Diu,Winter,Rabi,December,2017,Arid & Desert,Low,Christmas,1687,36,2,3,4,6,0,Traditional consumption and cultural preference during this period
Jasmine,Manipur,Manipur,Summer,Kharif,April,2014,Red,Medium,Vishu,2274,76,4,6,5,4,1,Traditional consumption and cultural preference during this period
Sesame,Nagaland,Nagaland,Spring,Rabi,March,2011,Black,High,Ugadi,955,59,3,7,6,8,0,Traditional consumption and cultural preference during this period
Wheat,West Bengal,West Bengal,Winter,Rabi,January,2021,Alluvial,High,Makar Sankranti,3059,65,4,5,6,7,0,Traditional consumption and cultural preference during this period
Cotton,Odisha,Odisha,Winter,Rabi,December,2018,Alluvial,High,Christmas,865,33,2,4,4,7,0,Traditional consumption and cultural preference during this period
Marigold,Nagaland,Nagaland,Summer,Kharif,April,2013,Black,High,Vishu,5248,53,3,7,9,4,1,Traditional consumption and cultural preference during this period
Cotton,Lakshadweep,Lakshadweep,Winter,Rabi,November,2020,Arid & Desert,Low,Diwali,1048,35,2,3,3,8,0,Used for diya wicks and traditional textiles
Sugarcane,Arunachal Pradesh,Arunachal Pradesh,Autumn,Kharif,July,2023,Black,Low,Rath Yatra,39617,57,3,7,6,5,0,Traditional consumption and cultural preference during this period
Sugarcane,Madhya Pradesh,Madhya Pradesh,Winter,Rabi,January,2017,Black,Low,Pongal,39505,40,2,8,6,7,0,Harvest festival rituals use sugarcane heavily
Cotton,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Summer,Kharif,April,2024,Red,Low,Wedding Season,896,77,4,4,3,5,0,Traditional consumption and cultural preference during this period
Wheat,Goa,Goa,Autumn,Kharif,July,2015,Black,High,Rath Yatra,3046,33,2,7,5,4,0,Traditional consumption and cultural preference during this period
Jasmine,Chandigarh,Chandigarh,Spring,Rabi,March,2012,Black,Low,Ugadi,2543,55,3,3,4,8,1,Traditional consumption and cultural preference during this period
Groundnut,Odisha,Odisha,Autumn,Kharif,October,2018,Red,High,Navratri,1003,66,4,4,6,6,0,Traditional consumption and cultural preference during this period
Groundnut,Ladakh,Ladakh,Winter,Rabi,December,2010,Red,Medium,Christmas,1288,36,2,4,3,4,0,Traditional consumption and cultural preference during this period
Banana,Ladakh,Ladakh,Winter,Rabi,January,2012,Alluvial,Low,Lohri,3057,33,2,4,6,4,1,Traditional consumption and cultural preference during this period
Sesame,Uttarakhand,Uttarakhand,Summer,Kharif,May,2014,Laterite,Low,Wedding Season,700,53,3,7,6,8,0,Traditional consumption and cultural preference during this period
Turmeric,Rajasthan,Rajasthan,Autumn,Kharif,July,2024,Alluvial,Medium,Rath Yatra,2651,60,3,4,2,8,0,Traditional consumption and cultural preference during this period
Sugarcane,Puducherry,Puducherry,Spring,Rabi,March,2015,Red,High,Holi,40334,60,3,8,10,7,0,Traditional consumption and cultural preference during this period
Wheat,Bihar,Bihar,Winter,Rabi,January,2021,Alluvial,Medium,Pongal,3121,57,3,5,4,6,0,Traditional consumption and cultural preference during this period
Sesame,Gujarat,Gujarat,Spring,Rabi,March,2019,Alluvial,Low,Holi,1079,48,3,5,5,5,0,Traditional consumption and cultural preference during this period
Sesame,Manipur,Manipur,Spring,Rabi,March,2020,Laterite,Low,Holi,960,59,3,5,4,7,0,Traditional consumption and cultural preference during this period
Wheat,Punjab,Punjab,Winter,Rabi,January,2020,Alluvial,Low,Lohri,3435,56,3,4,6,5,0,Traditional consumption and cultural preference during this period
Jasmine,Maharashtra,Maharashtra,Winter,Rabi,January,2011,Black,High,Lohri,2337,30,2,5,3,5,1,Traditional consumption and cultural preference during this period
Sugarcane,Andaman & Nicobar Islands,Andaman & Nicobar Islands,Winter,Rabi,January,2016,Arid & Desert,High,Makar Sankranti,40252,50,3,9,9,6,0,Harvest festival rituals use sugarcane heavily
Marigold,Nagaland,Nagaland,Winter,Rabi,December,2015,Laterite,Medium,Christmas,5133,49,3,4,2,6,1,Traditional consumption and cultural preference during this period
Banana,Nagaland,Nagaland,Spring,Rabi,March,2020,Red,Low,Ugadi,2916,32,2,5,4,4,1,Traditional consumption and cultural preference during this period
Rice,Odisha,Odisha,Winter,Rabi,January,2021,Alluvial,High,Pongal,3674,62,4,9,9,5,0,Staple grain used widely in festive meals and offerings
Marigold,Punjab,Punjab,Winter,Rabi,January,2015,Alluvial,High,Pongal,4989,39,2,10,10,8,1,Traditional consumption and cultural preference during this period
Sesame,Lakshadweep,Lakshadweep,Winter,Rabi,December,2013,Arid & Desert,Medium,Christmas,940,50,3,6,4,7,0,Traditional consumption and cultural preference during this period
Turmeric,Assam,Assam,Spring,Rabi,March,2019,Red,Medium,Holi,2759,53,3,8,10,4,0,Traditional consumption and cultural preference during this period
Jasmine,Manipur,Manipur,Summer,Kharif,April,2024,Red,Low,Wedding Season,2318,76,4,10,10,7,1,High floral demand for garlands and decorations
Sugarcane,Himachal Pradesh,Himachal Pradesh,Winter,Rabi,December,2013,Black,Low,Christmas,39724,44,3,7,8,8,0,Traditional consumption and cultural preference during this period
Wheat,Himachal Pradesh,Himachal Pradesh,Winter,Rabi,January,2018,Black,Low,Pongal,3161,61,4,3,5,7,0,Traditional consumption and cultural preference during this period
Marigold,Uttarakhand,Uttarakhand,Summer,Kharif,April,2011,Red,Low,Ram Navami,5151,60,3,7,7,6,1,Traditional consumption and cultural preference during this period
Jasmine,Goa,Goa,Summer,Kharif,April,2021,Laterite,High,Ugadi,2516,66,4,5,6,8,1,Traditional consumption and cultural preference during this period
Turmeric,Telangana,Telangana,Summer,Kharif,June,2014,Alluvial,Low,Rath Yatra,2831,53,3,6,5,6,0,Traditional consumption and cultural preference during this period
Marigold,Ladakh,Ladakh,Autumn,Kharif,October,2024,Red,Low,Navratri,4760,71,4,10,10,8,1,High floral demand for garlands and decorations
Millet,Madhya Pradesh,Madhya Pradesh,Winter,Rabi,November,2011,Black,Low,Diwali,1311,58,3,6,7,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Manipur,Manipur,Autumn,Kharif,October,2023,Red,High,Navratri,40450,77,4,10,9,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Kerala,Kerala,Summer,Kharif,April,2018,Red,High,Vishu,40356,85,5,3,3,6,0,Traditional consumption and cultural preference during this period
